stationid	stationname	province	latitude	longitude	start_dt	end_dt
28071	LONDON NW	ON	43.03	-81.37	1999-10-01	2001-02-28
29368	DRYDEN A (AUT)	ON	49.83	-92.74	1999-11-23	2010-09-23
29371	LA RONGE RCS	SK	55.15	-105.27	1999-10-12	2023-03-08
29451	LUTSELKE CS	NT	62.42	-110.69	2000-01-01	2017-07-16
29517	ARCTIC BAY CS	NU	72.99	-85.01	2000-02-01	2023-03-08
29573	GRANDE CACHE AUTO	AB	53.92	-118.87	2000-04-01	2007-11-30
29733	FANNY ISLAND	BC	50.45	-125.99	2000-04-01	2023-03-08
29906	PETERBOROUGH AWOS	ON	44.23	-78.37	2004-11-01	2010-09-23
30055	CARNWOOD	AB	53.23	-114.65	2000-06-01	2016-10-11
30247	TORONTO CITY CENTRE	ON	43.63	-79.4	2006-01-01	2010-02-01
30266	HARROW CDA AUTO	ON	42.03	-82.9	2000-07-25	2023-03-08
30308	HARRINGTON CDA CS	PE	46.34	-63.17	2004-01-01	2023-03-08
30346	GANDER AIRPORT CS	NL	48.95	-54.57	2005-07-13	2023-03-08
30347	MEDICINE HAT RCS	AB	50.03	-110.72	2001-01-01	2023-03-08
30435	KAPUSKASING CDA ON	ON	49.41	-82.44	2000-08-22	2023-03-08
30454	SNOWDEN WHITETAIL	SK	53.58	-104.68	2000-10-01	2002-11-30
30475	TADOULE LAKE CS	MB	58.72	-98.5	2000-09-01	2023-03-08
30495	FORT VERMILION	AB	58.38	-116.04	2000-09-30	2023-03-08
30554	LUNDAR EAST	MB	50.72	-97.85	2000-08-01	2007-10-31
30598	GRAND MANAN SAR CS	NB	44.71	-66.8	2000-11-07	2023-03-08
30641	BARRHEAD CS	AB	54.09	-114.45	2000-12-01	2023-03-08
30668	MALAY FALLS	NS	44.98	-62.48	2000-08-01	2023-03-08
30669	BEAVERLODGE RCS	AB	55.2	-119.4	2001-01-01	2023-03-08
30955	SANDSPIT AWOS	BC	53.25	-131.81	2002-01-01	2013-04-09
30967	QUESNEL AWOS	BC	53.03	-122.51	2005-09-01	2010-06-03
31010	SONYA SUNDANCE MEADOWS	ON	44.22	-78.95	2001-06-01	2022-01-17
31011	HARTLEY	ON	44.43	-78.9	2001-06-01	2008-12-12
31028	NORTH GOWER	ON	45.1	-75.74	2001-06-01	2005-07-31
31047	PARRY SOUND HARBOUR	ON	45.34	-80.03	2001-02-01	2013-03-19
31067	WARFIELD RCS	BC	49.11	-117.74	2001-11-26	2023-03-08
31089	COWLEY TANNER	AB	49.65	-114.04	2001-07-01	2008-07-18
31327	BIG STONE LOCKHART	AB	51.2	-111.12	2002-01-01	2004-11-30
31409	HUSSAR AGDM	AB	51.18	-112.5	2002-01-01	2023-03-06
31410	OYEN AGDM	AB	51.38	-110.35	2002-02-01	2023-03-06
31411	MASINASIN AGDM	AB	49.14	-111.65	2002-04-01	2023-03-06
31414	DAPP AGDM	AB	54.32	-113.95	2001-12-01	2021-11-07
31427	EDMONTON CITY CENTRE AWOS	AB	53.57	-113.52	2005-01-21	2015-04-01
31447	LETHBRIDGE AWOS A	AB	49.63	-112.8	2006-01-01	2011-01-13
31468	PEORIA AGDM	AB	55.62	-118.29	2002-02-01	2023-03-06
31469	FAIRVIEW AGDM	AB	56.08	-118.44	2002-02-01	2023-03-06
31688	TORONTO CITY	ON	43.67	-79.4	2002-06-04	2023-03-08
31829	LUNENBURG	NS	44.36	-64.3	2005-11-01	2023-03-08
32128	PARRY SOUND CCG	ON	45.34	-80.04	2002-10-03	2023-03-08
32148	STEFANSSON ISLAND	NU	73.77	-105.3	2002-08-01	2023-03-08
32210	FORT WHYTE CENTRE	MB	49.82	-97.23	2002-11-01	2004-05-01
32230	CONSORT AGDM	AB	51.94	-110.71	2002-11-01	2023-03-06
32232	ABEE AGDM	AB	54.28	-112.97	2002-11-25	2023-03-06
32257	FOREMOST AGDM	AB	49.48	-111.49	2002-12-10	2023-03-06
32273	TROCHU EAST	AB	51.82	-113.22	2002-12-01	2007-11-30
32313	KILLAM AGDM	AB	52.85	-111.87	2002-12-09	2023-03-06
32413	FORET MONTMORENCY RCS	QC	47.32	-71.15	2003-11-10	2023-03-08
32453	OLDS AGDM	AB	51.76	-114.08	2002-11-01	2023-03-06
32458	STETTLER AGDM	AB	52.35	-112.6	2003-01-01	2023-03-06
32459	TWO HILLS AGDM	AB	53.63	-111.68	2003-01-23	2023-03-06
41783	OLIVER AGDM	AB	53.65	-113.35	2003-04-04	2023-03-06
41784	PRENTISS	AB	52.43	-113.6	2003-06-09	2023-03-08
41884	FORT SMITH CLIMATE	NT	60.03	-111.93	2003-08-06	2023-03-08
41944	FORT SIMPSON CLIMATE	NT	61.76	-121.24	2003-08-28	2023-03-08
41983	ELORA RCS	ON	43.65	-80.42	2003-10-01	2023-03-08
42006	ALFRED	ON	45.56	-74.88	2003-10-07	2007-06-14
42103	CHARLO AUTO	NB	47.99	-66.33	2003-11-05	2023-03-08
42183	BARRIE-ORO	ON	44.48	-79.55	2003-11-12	2023-03-08
42244	CLYDE RIVER CLIMATE	NU	70.48	-68.52	2004-12-06	2023-03-08
42483	SANIRAJAK	NU	68.78	-81.24	2004-05-26	2023-03-08
42883	ISLAND FALLS (AUT)	SK	55.53	-102.35	2004-09-14	2023-03-08
42967	ALGONQUIN PARK EAST GATE	ON	45.53	-78.27	2004-09-02	2023-03-08
43123	BEDFORD RANGE	NS	44.75	-63.66	2018-05-14	2023-03-08
43147	EDMONTON GARRISON	AB	53.66	-113.36	2004-10-17	2009-01-28
43148	EDMONTON CLOVERBAR	AB	53.59	-113.36	2004-10-14	2006-04-30
43149	EDMONTON AB RESEARCH PARK	AB	53.45	-113.48	2004-10-19	2008-06-19
43183	PARRSBORO	NS	45.41	-64.35	2004-11-01	2023-03-08
43184	MONT STE-ANNE	QC	47.07	-70.91	2005-01-20	2023-03-07
43186	WINNIPEG GRACE HOSPITAL	MB	49.88	-97.28	2004-11-01	2006-01-31
43193	WINNIPEG WTC STAPON	MB	49.9	-97.06	2004-10-01	2008-12-09
43203	TORONTO BURNHAMTHORPE	ON	43.64	-79.57	2004-10-01	2008-09-29
43406	BEDFORD BASIN	NS	44.71	-63.63	2018-05-14	2023-03-08
43783	GRANDE CACHE S.T.P.	AB	53.87	-119.16	2005-06-21	2008-01-28
44205	TAPLEY	ON	44.17	-78.5	2005-09-01	2023-03-07
44244	CHURCHILL CLIMATE	MB	58.73	-94.07	2005-10-01	2023-03-08
44283	WELLAND-PELHAM	ON	42.97	-79.33	2005-11-02	2023-03-08
44303	SPRUCEDALE	ON	45.43	-79.49	2003-08-01	2021-02-19
44746	MEDICINE HAT AWOS	AB	50.02	-110.72	2008-07-24	2010-09-23
44987	THORNBURY 3	ON	44.55	-80.47	2006-05-01	2023-03-07
45088	SANDY LAKE	ON	53.06	-93.34	2006-07-26	2012-09-11
45090	MECHANIC SETTLEMENT	NB	45.69	-65.17	2006-07-27	2023-03-08
45347	HIDDEN VALLEY	ON	45.36	-79.14	2006-08-27	2006-09-07
45767	MILK RIVER RIDGE RESERVOIR	AB	49.28	-112.54	2007-03-01	2014-08-13
45788	SECHELT AUT	BC	49.46	-123.72	2007-07-10	2023-03-08
45807	POWELL RIVER	BC	49.83	-124.5	2007-07-10	2023-03-08
45927	RED DEER CCOC	AB	52.25	-113.83	2004-10-05	2012-04-29
45948	MEDICINE HAT CCOC	AB	50.04	-110.67	2004-11-01	2012-04-29
45967	TORONTO EAST YORK DUSTAN	ON	43.7	-79.34	2007-05-25	2015-07-31
46007	BACCARO PT	NS	43.45	-65.47	2007-06-01	2023-03-08
46129	EDGERTON AGCM	AB	52.78	-110.43	2007-06-27	2023-03-06
46130	FORESTBURG AGCM	AB	52.55	-112.12	2007-06-27	2023-03-06
46327	ALLIANCE AGCM	AB	52.32	-111.78	2007-05-01	2023-03-06
46469	BIG VALLEY AGCM	AB	52.0	-112.8	2007-09-11	2023-03-06
46470	CADOGAN AGCM	AB	52.33	-110.51	2007-09-11	2023-03-06
46471	CRAIGMYLE AGCM	AB	51.78	-112.25	2007-08-01	2023-03-06
46728	NORTH COWICHAN	BC	48.82	-123.72	2007-11-27	2023-03-08
46808	KITSCOTY AGCM	AB	53.35	-110.42	2008-01-09	2023-03-06
46827	ROLLING HILLS AGCM	AB	50.27	-111.7	2008-01-09	2023-03-06
46848	SHONTS AGCM	AB	53.33	-112.54	2008-01-09	2023-03-06
46850	THORSBY AGCM	AB	53.22	-113.89	2007-09-01	2023-03-06
46852	VIKING AGCM	AB	53.18	-111.73	2008-01-08	2023-03-06
46887	SEDALIA AGCM	AB	51.59	-110.75	2008-01-09	2023-03-06
46911	NEW SAREPTA AGCM	AB	53.26	-113.17	2008-01-09	2023-03-06
46927	CHRISTINA LAKE	AB	55.63	-110.83	2007-09-01	2007-10-05
47073	GLEICHEN AGCM	AB	50.93	-112.94	2008-06-07	2023-03-06
47074	GLENEVIS AGCM	AB	53.83	-114.54	2008-06-05	2023-03-06
47076	HESPERO AGCM	AB	52.31	-114.49	2008-06-05	2023-03-06
47090	RYCROFT AGCM	AB	55.78	-118.67	2008-06-05	2023-03-06
47387	CLYDE AWOS	NU	70.49	-68.52	2008-07-29	2013-01-09
47407	WINNIPEG RICHARDSON AWOS	MB	49.92	-97.23	2008-07-24	2013-10-03
47408	CHURCHILL AWOS	MB	58.74	-94.06	2008-07-24	2010-11-18
47527	PETAWAWA AWOS 2	ON	45.95	-77.32	2008-07-24	2022-01-05
47607	STEPHENVILLE RCS	NL	48.56	-58.57	2008-12-25	2023-03-08
47727	AZURE	AB	50.51	-114.01	2008-11-26	2023-03-06
47767	QUEENSTOWN	AB	50.6	-112.8	2009-08-05	2023-03-08
48068	EMERSON AUTO	MB	49.0	-97.24	2009-07-23	2023-03-08
48108	QUESNEL AIRPORT AUTO	BC	53.03	-122.51	2009-08-19	2023-03-08
48168	WHITEHORSE AUTO	YT	60.73	-135.1	2009-09-11	2023-03-08
48328	VANCOUVER HILLCREST	BC	49.23	-123.1	2009-12-22	2010-03-23
48448	RICHMOND OPERATIONS CENTRE	BC	49.18	-123.08	2010-02-19	2018-07-04
48549	TORONTO CITY CENTRE	ON	43.63	-79.4	2010-02-02	2023-03-08
48648	SANDSPIT	BC	53.25	-131.81	2010-06-03	2023-03-08
48688	QUESNEL	BC	53.03	-122.51	2010-06-03	2023-03-08
48768	RED PINES	NB	47.44	-65.6	2010-06-30	2023-03-08
48868	DAUPHIN	MB	51.1	-100.05	2010-07-29	2023-03-08
48869	DRYDEN REGIONAL	ON	49.83	-92.74	2010-09-24	2023-03-08
48872	KEY LAKE	SK	57.26	-105.62	2010-07-29	2023-03-08
48908	CONNAUGHT	ON	48.62	-80.9	2010-08-10	2012-09-09
48949	MEDICINE HAT	AB	50.02	-110.72	2010-09-23	2023-03-08
48952	PETERBOROUGH A	ON	44.23	-78.36	2010-09-23	2023-03-08
48969	CHURCHILL A	MB	58.74	-94.07	2010-11-18	2023-03-08
49268	LETHBRIDGE	AB	49.63	-112.8	2011-01-13	2023-03-08
49389	THUNDER BAY	ON	48.37	-89.32	2012-02-09	2023-03-08
49448	KEY LAKE	SK	57.25	-105.6	2011-09-19	2023-03-08
49488	BIG TROUT LAKE A	ON	53.82	-89.9	2011-10-20	2023-03-08
49508	SUDBURY CLIMATE	ON	46.63	-80.8	2011-08-12	2023-03-08
49588	HOPE A	BC	49.37	-121.5	2011-10-20	2023-03-08
49629	CHURCHILL FALLS A	NL	53.56	-64.11	2011-12-15	2023-03-08
49770	ELMWOOD SNOW	PE	46.25	-63.33	2011-11-26	2015-05-03
49773	SUMMERSIDE SNOW 2	PE	46.39	-63.6	2011-11-23	2015-03-20
49788	TYNE VALLEY 2	PE	46.55	-63.97	2011-11-26	2013-10-19
49909	BRANDON RCS	MB	49.9	-99.95	2012-01-09	2023-03-08
49928	HIGH LEVEL A	AB	58.62	-117.16	2011-04-07	2023-03-08
50028	BEAVER MINES	AB	49.47	-114.18	2012-02-07	2023-03-08
50048	BARRIE LANDFILL	ON	44.39	-79.74	2011-06-24	2023-03-07
50088	GANDER INTL A	NL	48.94	-54.57	2012-03-20	2023-03-08
50093	LONDON A	ON	43.03	-81.15	2012-03-20	2023-03-08
50108	SANDSPIT AIRPORT AUTO	BC	53.25	-131.81	2013-04-12	2023-03-08
50148	CHURCHILL A	MB	58.74	-94.07	2018-10-30	2023-03-08
50208	EMERGENCY WEATHER STATION #2	NS	44.73	-64.46	2018-07-20	2023-03-08
50248	RED LAKE A	ON	51.07	-93.79	2012-05-11	2018-10-29
50269	PENTICTON A	BC	49.46	-119.6	2012-05-10	2023-03-08
50308	ABBOTSFORD A	BC	49.03	-122.36	2012-06-21	2023-03-08
50498	SANIRAJAK AIRPORT	NU	68.78	-81.24	2012-07-27	2023-03-08
50517	HOPE AIRPORT	BC	49.37	-121.49	2012-08-01	2023-03-08
50621	CHARLOTTETOWN A	PE	46.29	-63.12	2012-09-14	2023-03-08
50678	MILLERTOWN RCS	NL	48.82	-56.54	2013-01-21	2023-03-08
50723	SANDY LAKE A	ON	53.06	-93.34	2012-11-15	2023-03-08
50818	CRANBROOK A	BC	49.61	-115.78	2012-11-10	2023-03-08
50821	BRANDON A	MB	49.91	-99.95	2012-12-07	2023-03-08
50837	FORT ST. JOHN A	BC	56.24	-120.74	2012-12-06	2023-03-08
50840	SUDBURY A	ON	46.63	-80.8	2013-03-14	2023-03-08
50842	WHITEHORSE A	YT	60.71	-135.07	2012-12-08	2023-03-08
50857	BIG TROUT LAKE	ON	53.82	-89.89	2012-10-02	2023-03-08
50897	KLEEFELD (MAFRI)	MB	49.52	-96.9	2014-09-17	2023-03-08
50920	BUFFALO AGCM	AB	50.8	-110.69	2018-05-14	2023-03-06
50922	SOCIAL PLAINS AGCM	AB	50.73	-110.21	2018-05-14	2023-03-06
50957	CRANBROOK A - HWOS CLIMATE	BC	49.61	-115.78	2012-11-19	2014-03-11
50997	FORT ST JOHN- HWOS CLIMATE	BC	56.24	-120.74	2012-12-10	2012-12-25
51077	CLYDE RIVER A	NU	70.49	-68.52	2013-01-10	2023-03-08
51097	WINNIPEG INTL A	MB	49.91	-97.24	2018-10-30	2023-03-08
51318	NANAIMO A	BC	49.05	-123.87	2016-06-04	2022-04-29
51357	VANCOUVER SEA ISLAND CCG	BC	49.18	-123.19	2013-04-25	2023-03-08
51377	LETHBRIDGE AGTECH AGCM	AB	49.65	-112.76	2018-05-14	2023-03-06
51422	GRANDE PRAIRIE A	AB	55.18	-118.88	2013-09-12	2023-03-08
51425	LA RONGE A	SK	55.15	-105.27	2013-10-11	2023-03-08
51440	RED DEER REGIONAL A	AB	52.18	-113.89	2014-05-01	2021-12-01
51442	VANCOUVER INTL A	BC	49.19	-123.18	2013-06-13	2023-03-08
51457	QUEBEC INTL A	QC	46.79	-71.39	2018-10-30	2023-03-08
51497	WARNER AGCM	AB	49.28	-112.16	2018-05-14	2023-03-06
51498	PINHORN AGCM	AB	49.03	-111.03	2018-05-13	2023-03-06
51538	FORT ST JAMES AUTO	BC	54.46	-124.29	2013-05-24	2023-03-08
51678	CHROME ISLAND	BC	49.47	-124.68	2013-08-11	2020-03-29
51698	TROIS RIVIERES A	QC	46.35	-72.68	2018-10-29	2023-03-08
51818	CRANBROOK AIRPORT AUTO	BC	49.62	-115.79	2013-11-13	2023-03-08
51841	ROCKY LANE AGCM	AB	58.45	-116.48	2018-05-14	2023-03-06
51918	MARYS HARBOUR A	NL	52.3	-55.85	2013-12-11	2023-03-08
51958	LAKE SUPERIOR PROVINCIAL PARK	ON	47.72	-84.81	2013-11-19	2023-03-08
52000	MEADOW LAKE A	SK	54.13	-108.05	2013-12-12	2018-10-29
52018	POWELL RIVER A	BC	49.83	-124.5	2018-10-29	2023-03-08
52138	TROIS RIVIERES A-2	QC	46.35	-72.67	2014-01-04	2023-03-06
52202	SABLE ISLAND A	NS	43.93	-59.96	2014-05-29	2023-03-08
52419	RED LAKE A	ON	51.07	-93.79	2018-10-29	2023-03-08
52458	LODGE CREEK	AB	49.46	-110.34	2018-05-14	2023-03-06
52604	KAPUSKASING A	ON	49.41	-82.47	2014-09-04	2023-03-08
52658	SANIKILUAQ	NU	56.54	-79.26	2014-09-10	2023-03-08
52759	STEPHENVILLE A	NL	48.54	-58.55	2014-10-02	2023-03-08
52780	FORT SIMPSON A	NT	61.76	-121.24	2014-10-03	2023-03-08
52900	ARMSTRONG A	ON	50.29	-88.91	2018-10-29	2023-03-08
52941	NANAIMO A	BC	49.05	-123.87	2018-10-29	2023-03-08
52966	GAMETI A	NT	64.12	-117.31	2018-10-29	2023-03-08
53020	BUFFALO NARROWS A	SK	55.84	-108.42	2018-10-29	2023-03-08
53021	MEADOW LAKE A	SK	54.13	-108.52	2018-10-29	2023-03-08
53098	ARDENVILLE	AB	49.53	-113.43	2018-05-14	2023-03-06
53119	FORT SMITH A	NT	60.02	-111.96	2014-11-06	2023-03-08
53139	WIARTON A	ON	44.74	-81.11	2014-11-06	2023-03-08
53159	WEMINDJI A	QC	53.01	-78.83	2018-10-29	2023-03-08
53179	BEAVER CREEK A	YT	62.41	-140.87	2018-10-29	2023-03-08
53198	ISPAS	AB	53.85	-111.84	2018-05-14	2023-03-06
53326	SACHS HARBOUR A	NT	71.99	-125.24	2018-10-29	2023-03-08
53329	ULUKHAKTOK A	NT	70.76	-117.81	2018-10-29	2023-03-08
53333	IGLOOLIK A	NU	69.36	-81.82	2018-10-29	2023-03-08
53336	SANIKILUAQ A	NU	56.54	-79.25	2018-10-29	2023-03-08
53340	TALOYOAK A	NU	69.55	-93.58	2015-01-15	2023-03-08
53358	ISLAND LAKE SOUTH	AB	54.82	-113.54	2015-01-13	2023-03-08
53378	BRANTFORD AIRPORT	ON	43.14	-80.33	2014-12-12	2023-03-08
53398	ISLAND LAKE A	MB	53.86	-94.65	2015-01-18	2021-02-07
53424	BLUE RIVER A	BC	52.12	-119.29	2018-10-29	2023-03-08
53502	NAIN A	NL	56.55	-61.68	2018-10-29	2023-03-08
53507	NAIN A	NL	56.55	-61.68	2015-02-12	2018-03-10
53508	LUTSELKE A	NT	62.42	-110.68	2018-10-29	2023-03-08
53602	CHAPLEAU A	ON	47.82	-83.35	2015-01-16	2018-10-29
53603	CHAPLEAU A	ON	47.82	-83.35	2018-10-29	2023-03-08
53678	TORONTO BUTTONVILLE A	ON	43.86	-79.37	2015-05-21	2019-01-02
53918	CARROT CREEK	AB	53.62	-115.89	2018-05-13	2023-03-06
54060	QUAQTAQ A	QC	61.05	-69.62	2018-10-29	2023-03-08
54062	KANGIQSUJUAQ A	QC	61.59	-71.93	2018-10-29	2023-03-08
54066	IVUJIVIK A	QC	62.42	-77.93	2018-10-29	2023-03-08
54070	UMIUJAQ A	QC	56.54	-76.52	2018-10-29	2023-03-08
54072	KANGIRSUK A	QC	60.03	-70.0	2018-10-29	2023-03-07
54074	KANGIQSUALUJJUAQ A	QC	58.71	-65.99	2018-10-29	2023-03-08
54118	MONT-JOLI	QC	48.6	-68.19	2015-10-20	2023-03-08
54159	FORT SIMPSON A	NT	61.76	-121.24	2018-10-29	2023-03-08
54218	FORT SMITH A	NT	60.02	-111.96	2018-10-29	2023-03-08
54219	TALOYOAK A	NU	69.55	-93.58	2018-10-29	2023-03-08
54238	ABBOTSFORD A	BC	49.03	-122.36	2018-10-29	2023-03-08
54239	TORONTO BUTTONVILLE A	ON	43.86	-79.37	2018-10-29	2023-03-08
54259	WIARTON A	ON	44.74	-81.11	2018-10-29	2023-03-08
54260	KAPUSKASING A	ON	49.41	-82.47	2018-10-29	2023-03-08
54278	ISLAND LAKE A	MB	53.86	-94.65	2018-10-29	2023-03-08
54478	RED DEER OVERLAP	AB	52.18	-112.11	2018-03-05	2021-05-04
54559	NEW RICHMOND EAST	QC	48.16	-65.84	2017-03-06	2023-03-08
54639	SABLE ISLAND	NS	43.93	-60.01	2017-10-29	2023-03-08
54640	PORT AUX BASQUES	NL	47.57	-59.15	2017-09-21	2023-03-08
54641	SAANICHTON CFIA	BC	48.62	-123.42	2020-02-04	2023-03-08
54698	GRANDES-BERGERONNES	QC	48.26	-69.52	2018-03-06	2023-03-08
54978	KITIMAT FOREST AVE	BC	54.05	-128.63	2020-03-15	2023-03-08
55018	RED DEER REGIONAL A	AB	52.18	-113.89	2020-06-04	2023-03-08
55118	HIGH LEVEL	AB	58.63	-117.16	2020-10-14	2023-03-08
55198	FORT ST JOHN AIRPORT	BC	56.25	-120.75	2021-08-12	2023-03-08
55258	CHAPLEAU AIRPORT	ON	47.82	-83.36	2022-01-29	2023-03-08
55299	GUELPH TURFGRASS INSTITUTE	ON	43.54	-80.22	2021-11-08	2023-03-08
55363	FORT ST JAMES GOLF CLUB	BC	54.46	-124.29	2022-07-01	2023-01-29
55378	GARNETT SETTLEMENT	NB	45.29	-65.81	2022-09-16	2023-03-08
55398	ST ALBANS	NL	47.86	-55.86	2022-10-27	2023-03-08
55418	BEAVERDAM AGCM	AB	54.18	-110.32	2023-01-24	2023-03-06
55419	DUCK LAKE AGCM	AB	54.68	-113.94	2023-01-24	2023-03-06
