postalcode	closest_stationid	eff_from_dt	eff_to_dt
A0K4G0	6783	2002-12-01	2013-12-10
A0K4G0	51918	2013-12-11	2023-03-08
A0K4H0	6581	1953-01-01	1965-06-30
A0K4H0	6579	1965-07-01	1971-07-31
A0K4H0	6706	1971-08-01	1979-10-31
A0K4H0	6734	1979-11-01	1981-12-31
A0K4H0	6664	1982-01-01	1982-10-31
A0K4H0	6665	1982-11-01	1988-02-29
A0K4H0	6616	1988-03-01	1988-12-31
A0K4H0	6665	1989-01-01	1995-06-30
A0K4H0	6734	1995-07-01	2021-03-30
A0K4H0	6938	2021-03-31	2021-06-23
A0K4H0	6668	2021-06-24	2023-03-08
A0K4I0	6581	1953-01-01	1965-06-30
A0K4I0	6579	1965-07-01	1971-07-31
A0K4I0	6706	1971-08-01	1983-10-17
A0K4I0	6783	1983-10-18	1984-06-30
A0K4I0	6804	1984-07-01	1987-04-30
A0K4I0	6783	1987-05-01	1990-08-31
A0K4I0	6803	1990-09-01	2002-11-30
A0K4I0	6783	2002-12-01	2013-12-10
A0K4I0	51918	2013-12-11	2023-03-08
A0K4J0	6633	1953-01-01	1958-09-23
A0K4J0	6733	1958-09-24	1963-07-31
A0K4J0	6633	1963-08-01	1964-10-31
A0K4J0	6646	1964-11-01	1971-07-31
A0K4J0	6706	1971-08-01	1983-10-17
A0K4J0	6783	1983-10-18	2013-12-11
A0K4J0	51918	2013-12-12	2023-03-08
A0K4J1	6633	1953-01-01	1958-09-23
A0K4J1	6733	1958-09-24	1963-07-31
A0K4J1	6633	1963-08-01	1964-10-31
A0K4J1	6646	1964-11-01	1971-07-31
A0K4J1	6706	1971-08-01	1983-10-17
A0K4J1	6783	1983-10-18	2013-12-11
A0K4J1	51918	2013-12-12	2023-03-08
A0K4K0	6581	1953-01-01	1958-09-23
A0K4K0	6733	1958-09-24	1963-07-31
A0K4K0	6581	1963-08-01	1964-10-31
A0K4K0	6646	1964-11-01	1971-07-31
A0K4K0	6706	1971-08-01	1984-06-30
A0K4K0	6804	1984-07-01	1987-04-30
A0K4K0	6706	1987-05-01	1990-05-31
A0K4K0	6783	1990-06-01	1990-08-31
A0K4K0	6803	1990-09-01	2002-11-30
A0K4K0	6783	2002-12-01	2013-12-10
A0K4K0	51918	2013-12-11	2023-03-08
A0K4L0	6581	1953-01-01	1965-06-30
A0K4L0	6579	1965-07-01	1971-07-31
A0K4L0	6706	1971-08-01	1984-06-30
A0K4L0	6804	1984-07-01	1987-04-30
A0K4L0	6706	1987-05-01	1990-05-31
A0K4L0	6665	1990-06-01	1990-08-31
A0K4L0	6803	1990-09-01	2002-11-30
A0K4L0	6734	2002-12-01	2021-03-30
A0K4L0	6938	2021-03-31	2021-06-23
A0K4L0	51918	2021-06-24	2023-03-08
A0K4M0	6581	1953-01-01	1965-06-30
A0K4M0	6579	1965-07-01	1971-07-31
A0K4M0	6706	1971-08-01	1972-06-30
A0K4M0	6705	1972-07-01	1979-10-31
A0K4M0	6734	1979-11-01	1981-12-31
A0K4M0	6664	1982-01-01	1982-10-31
A0K4M0	6665	1982-11-01	1988-02-29
A0K4M0	6616	1988-03-01	1988-12-31
A0K4M0	6665	1989-01-01	1995-06-30
A0K4M0	6734	1995-07-01	2021-03-30
A0K4M0	6938	2021-03-31	2021-06-23
A0K4M0	6668	2021-06-24	2023-03-08
A0K4N0	6740	1953-01-01	1967-05-31
A0K4N0	6741	1967-06-01	1967-11-09
A0K4N0	6740	1967-11-10	1972-06-30
A0K4N0	6705	1972-07-01	1993-04-30
A0K4N0	6734	1993-05-01	1998-12-31
A0K4N0	6938	1999-01-01	2021-06-23
A0K4N0	47607	2021-06-24	2023-03-08
A0K4P0	6581	1953-01-01	1958-09-23
A0K4P0	6733	1958-09-24	1963-07-31
A0K4P0	6581	1963-08-01	1964-10-31
A0K4P0	6646	1964-11-01	1971-07-31
A0K4P0	6706	1971-08-01	1990-05-31
A0K4P0	6668	1990-06-01	1990-08-31
A0K4P0	6803	1990-09-01	1991-04-30
A0K4P0	6932	1991-05-01	1999-11-30
A0K4P0	6803	1999-12-01	2002-11-30
A0K4P0	6668	2002-12-01	2023-03-08
A0K4R0	6633	1953-01-01	1958-09-23
A0K4R0	6733	1958-09-24	1963-07-31
A0K4R0	6633	1963-08-01	1964-10-31
A0K4R0	6646	1964-11-01	1971-11-30
A0K4R0	6706	1971-12-01	1979-10-31
A0K4R0	6734	1979-11-01	1981-12-31
A0K4R0	6664	1982-01-01	1982-10-31
A0K4R0	6665	1982-11-01	1984-06-15
A0K4R0	6668	1984-06-16	2023-03-08
A0K4S0	6633	1953-01-01	1958-09-23
A0K4S0	6733	1958-09-24	1963-07-31
A0K4S0	6633	1963-08-01	1964-10-31
A0K4S0	6646	1964-11-01	1971-07-31
A0K4S0	6706	1971-08-01	1990-05-31
A0K4S0	6783	1990-06-01	1991-04-30
A0K4S0	6932	1991-05-01	1999-11-30
A0K4S0	6783	1999-12-01	2013-12-11
A0K4S0	51918	2013-12-12	2023-03-08
A0K4T0	6633	1953-01-01	1958-09-23
A0K4T0	6733	1958-09-24	1963-07-31
A0K4T0	6633	1963-08-01	1964-10-31
A0K4T0	6646	1964-11-01	1971-07-31
A0K4T0	6706	1971-08-01	1990-05-31
A0K4T0	6783	1990-06-01	1991-04-30
A0K4T0	6932	1991-05-01	1999-11-30
A0K4T0	6783	1999-12-01	2013-12-11
A0K4T0	51918	2013-12-12	2023-03-08
A0K4V0	6633	1953-01-01	1958-09-23
A0K4V0	6733	1958-09-24	1963-07-31
A0K4V0	6633	1963-08-01	1964-10-31
A0K4V0	6646	1964-11-01	1971-07-31
A0K4V0	6706	1971-08-01	1990-05-31
A0K4V0	6668	1990-06-01	1991-04-30
A0K4V0	6932	1991-05-01	1999-11-30
A0K4V0	6668	1999-12-01	2023-03-08
A0K4W0	6633	1953-01-01	1958-09-23
A0K4W0	6733	1958-09-24	1963-07-31
A0K4W0	6633	1963-08-01	1964-10-31
A0K4W0	6646	1964-11-01	1971-07-31
A0K4W0	6706	1971-08-01	1983-10-17
A0K4W0	6783	1983-10-18	2013-12-11
A0K4W0	51918	2013-12-12	2023-03-08
A0K4X0	6633	1953-01-01	1958-09-23
A0K4X0	6733	1958-09-24	1963-07-31
A0K4X0	6633	1963-08-01	1964-10-31
A0K4X0	6646	1964-11-01	1971-07-31
A0K4X0	6706	1971-08-01	1983-10-17
A0K4X0	6783	1983-10-18	2013-12-11
A0K4X0	51918	2013-12-12	2023-03-08
A0K4Y0	6581	1953-01-01	1965-06-30
A0K4Y0	6579	1965-07-01	1967-05-31
A0K4Y0	6741	1967-06-01	1967-11-09
A0K4Y0	6579	1967-11-10	1972-06-30
A0K4Y0	6705	1972-07-01	1993-04-30
A0K4Y0	6734	1993-05-01	1998-12-31
A0K4Y0	6938	1999-01-01	2021-06-23
A0K4Y0	47607	2021-06-24	2023-03-08
A0K4Z0	6740	1953-01-01	1967-05-31
A0K4Z0	6741	1967-06-01	1967-11-09
A0K4Z0	6740	1967-11-10	1972-06-30
A0K4Z0	6705	1972-07-01	1993-04-30
A0K4Z0	6734	1993-05-01	1998-12-31
A0K4Z0	6938	1999-01-01	2021-06-23
A0K4Z0	47607	2021-06-24	2023-03-08
A0K5A0	6581	1953-01-01	1958-09-23
A0K5A0	6733	1958-09-24	1963-07-31
A0K5A0	6581	1963-08-01	1964-10-31
A0K5A0	6646	1964-11-01	1971-07-31
A0K5A0	6706	1971-08-01	1984-06-30
A0K5A0	6804	1984-07-01	1987-04-30
A0K5A0	6706	1987-05-01	1990-05-31
A0K5A0	6665	1990-06-01	1990-08-31
A0K5A0	6803	1990-09-01	2002-11-30
A0K5A0	6734	2002-12-01	2021-03-30
A0K5A0	51918	2021-03-31	2023-03-08
A0K5B0	6581	1953-01-01	1958-09-23
A0K5B0	6733	1958-09-24	1963-07-31
A0K5B0	6581	1963-08-01	1964-10-31
A0K5B0	6646	1964-11-01	1971-07-31
A0K5B0	6706	1971-08-01	1983-10-17
A0K5B0	6783	1983-10-18	2013-12-10
A0K5B0	51918	2013-12-11	2023-03-08
A0K5C0	6581	1953-01-01	1958-09-23
A0K5C0	6733	1958-09-24	1963-07-31
A0K5C0	6581	1963-08-01	1965-06-30
A0K5C0	6646	1965-07-01	1971-07-31
A0K5C0	6706	1971-08-01	1984-06-30
A0K5C0	6804	1984-07-01	1987-04-30
A0K5C0	6706	1987-05-01	1990-05-31
A0K5C0	6665	1990-06-01	1990-08-31
A0K5C0	6803	1990-09-01	2002-11-30
A0K5C0	6734	2002-12-01	2021-03-30
A0K5C0	51918	2021-03-31	2023-03-08
A0K5E0	6581	1953-01-01	1958-09-23
A0K5E0	6733	1958-09-24	1963-07-31
A0K5E0	6581	1963-08-01	1964-10-31
A0K5E0	6646	1964-11-01	1971-11-30
A0K5E0	6706	1971-12-01	1979-10-31
A0K5E0	6734	1979-11-01	1981-12-31
A0K5E0	6664	1982-01-01	1982-10-31
A0K5E0	6665	1982-11-01	1995-06-30
A0K5E0	6734	1995-07-01	2021-03-30
A0K5E0	6668	2021-03-31	2023-03-08
A0K5G0	6633	1953-01-01	1958-09-23
A0K5G0	6733	1958-09-24	1963-07-31
A0K5G0	6633	1963-08-01	1964-10-31
A0K5G0	6646	1964-11-01	1971-11-30
A0K5G0	6706	1971-12-01	1979-10-31
A0K5G0	6734	1979-11-01	1981-12-31
A0K5G0	6664	1982-01-01	1982-10-31
A0K5G0	6665	1982-11-01	1984-06-15
A0K5G0	6668	1984-06-16	2023-03-08
A0K5H0	6633	1953-01-01	1958-09-23
A0K5H0	6733	1958-09-24	1963-07-31
A0K5H0	6633	1963-08-01	1964-10-31
A0K5H0	6646	1964-11-01	1971-11-30
A0K5H0	6706	1971-12-01	1979-10-31
A0K5H0	6734	1979-11-01	1981-12-31
A0K5H0	6664	1982-01-01	1982-10-31
A0K5H0	6665	1982-11-01	1984-06-15
A0K5H0	6668	1984-06-16	2023-03-08
A0K5J0	6788	1953-01-01	1958-09-23
A0K5J0	6733	1958-09-24	1963-07-31
A0K5J0	6788	1963-08-01	1971-07-31
A0K5J0	6706	1971-08-01	1983-10-17
A0K5J0	6783	1983-10-18	2013-12-11
A0K5J0	51918	2013-12-12	2023-03-08
A0K5K0	6581	1953-01-01	1965-06-30
A0K5K0	6579	1965-07-01	1979-10-31
A0K5K0	6734	1979-11-01	2021-03-30
A0K5K0	6938	2021-03-31	2021-06-23
A0K5K0	50678	2021-06-24	2023-03-08
A0K5L0	6581	1953-01-01	1958-09-23
A0K5L0	6733	1958-09-24	1963-07-31
A0K5L0	6581	1963-08-01	1964-10-31
A0K5L0	6646	1964-11-01	1971-07-31
A0K5L0	6706	1971-08-01	1983-10-17
A0K5L0	6783	1983-10-18	2013-12-11
A0K5L0	51918	2013-12-12	2023-03-08
A0K5M0	6581	1953-01-01	1958-09-23
A0K5M0	6733	1958-09-24	1963-07-31
A0K5M0	6581	1963-08-01	1964-10-31
A0K5M0	6646	1964-11-01	1971-07-31
A0K5M0	6706	1971-08-01	1983-10-17
A0K5M0	6783	1983-10-18	2013-12-10
A0K5M0	51918	2013-12-11	2023-03-08
A0K5N0	6788	1953-01-01	1958-09-23
A0K5N0	6733	1958-09-24	1963-07-31
A0K5N0	6788	1963-08-01	1971-07-31
A0K5N0	6706	1971-08-01	1983-10-17
A0K5N0	6783	1983-10-18	2013-12-11
A0K5N0	51918	2013-12-12	2023-03-08
A0K5P0	6740	1953-01-01	1967-05-31
A0K5P0	6741	1967-06-01	1967-11-09
A0K5P0	6740	1967-11-10	1972-06-30
A0K5P0	6705	1972-07-01	1993-04-30
A0K5P0	6740	1993-05-01	1998-12-31
A0K5P0	6938	1999-01-01	2021-06-23
A0K5P0	47607	2021-06-24	2023-03-08
A0K5R0	6581	1953-01-01	1958-09-23
A0K5R0	6733	1958-09-24	1963-07-31
A0K5R0	6581	1963-08-01	1964-10-31
A0K5R0	6646	1964-11-01	1971-11-30
A0K5R0	6579	1971-12-01	1979-10-31
A0K5R0	6734	1979-11-01	1982-10-31
A0K5R0	6665	1982-11-01	1995-06-30
A0K5R0	6734	1995-07-01	2021-03-30
A0K5R0	50678	2021-03-31	2023-03-08
A0K5S0	6581	1953-01-01	1958-09-23
A0K5S0	6733	1958-09-24	1963-07-31
A0K5S0	6581	1963-08-01	1965-06-30
A0K5S0	6579	1965-07-01	1971-07-31
A0K5S0	6706	1971-08-01	1984-06-30
A0K5S0	6804	1984-07-01	1987-04-30
A0K5S0	6706	1987-05-01	1990-05-31
A0K5S0	6783	1990-06-01	1990-08-31
A0K5S0	6803	1990-09-01	2002-11-30
A0K5S0	6783	2002-12-01	2013-12-10
A0K5S0	51918	2013-12-11	2023-03-08
A0K5T0	6581	1953-01-01	1958-09-23
A0K5T0	6733	1958-09-24	1963-07-31
A0K5T0	6581	1963-08-01	1964-10-31
A0K5T0	6646	1964-11-01	1971-11-30
A0K5T0	6706	1971-12-01	1979-10-31
A0K5T0	6734	1979-11-01	1981-12-31
A0K5T0	6664	1982-01-01	1982-10-31
A0K5T0	6665	1982-11-01	1995-06-30
A0K5T0	6734	1995-07-01	2021-03-30
A0K5T0	6668	2021-03-31	2023-03-08
A0K5V0	6581	1953-01-01	1958-09-23
A0K5V0	6733	1958-09-24	1963-07-31
A0K5V0	6581	1963-08-01	1964-10-31
A0K5V0	6646	1964-11-01	1971-07-31
A0K5V0	6706	1971-08-01	1983-10-17
A0K5V0	6783	1983-10-18	2013-12-11
A0K5V0	51918	2013-12-12	2023-03-08
A0K5W0	6633	1953-01-01	1958-09-23
A0K5W0	6733	1958-09-24	1963-07-31
A0K5W0	6633	1963-08-01	1964-10-31
A0K5W0	6646	1964-11-01	1971-07-31
A0K5W0	6706	1971-08-01	1990-05-31
A0K5W0	6668	1990-06-01	1991-04-30
A0K5W0	6932	1991-05-01	1999-11-30
A0K5W0	6668	1999-12-01	2023-03-08
A0K5X0	6581	1953-01-01	1958-09-23
A0K5X0	6733	1958-09-24	1963-07-31
A0K5X0	6581	1963-08-01	1964-10-31
A0K5X0	6646	1964-11-01	1971-11-30
A0K5X0	6706	1971-12-01	1981-12-31
A0K5X0	6664	1982-01-01	1982-10-31
A0K5X0	6665	1982-11-01	1984-06-15
A0K5X0	6668	1984-06-16	2023-03-08
A0K5Y0	6581	1953-01-01	1958-09-23
A0K5Y0	6733	1958-09-24	1963-07-31
A0K5Y0	6581	1963-08-01	1964-10-31
A0K5Y0	6646	1964-11-01	1971-07-31
A0K5Y0	6706	1971-08-01	1983-10-17
A0K5Y0	6783	1983-10-18	2013-12-10
A0K5Y0	51918	2013-12-11	2023-03-08
A0K5Z0	6581	1953-01-01	1958-09-23
A0K5Z0	6733	1958-09-24	1963-07-31
A0K5Z0	6581	1963-08-01	1964-10-31
A0K5Z0	6646	1964-11-01	1971-07-31
A0K5Z0	6706	1971-08-01	1983-10-17
A0K5Z0	6783	1983-10-18	2013-12-10
A0K5Z0	51918	2013-12-11	2023-03-08
A0L0L0	6581	1953-01-01	1965-06-30
A0L0L0	6579	1965-07-01	1967-05-31
A0L0L0	6741	1967-06-01	1967-11-09
A0L0L0	6579	1967-11-10	1972-06-30
A0L0L0	6705	1972-07-01	1993-04-30
A0L0L0	6579	1993-05-01	1998-12-31
A0L0L0	6938	1999-01-01	2021-06-23
A0L0L0	47607	2021-06-24	2023-03-08
A0L1A0	6740	1953-01-01	1967-05-31
A0L1A0	6741	1967-06-01	1967-11-09
A0L1A0	6740	1967-11-10	1972-06-30
A0L1A0	6705	1972-07-01	1993-04-30
A0L1A0	6740	1993-05-01	1998-12-31
A0L1A0	6938	1999-01-01	2021-06-23
A0L1A0	47607	2021-06-24	2023-03-08
A0L1A1	6581	1953-01-01	1965-06-30
A0L1A1	6579	1965-07-01	1967-05-31
A0L1A1	6741	1967-06-01	1967-11-09
A0L1A1	6579	1967-11-10	1972-06-30
A0L1A1	6705	1972-07-01	1993-04-30
A0L1A1	6579	1993-05-01	1998-12-31
A0L1A1	6938	1999-01-01	2021-06-23
A0L1A1	47607	2021-06-24	2023-03-08
A0L1B0	6740	1953-01-01	1967-05-31
A0L1B0	6741	1967-06-01	1967-11-09
A0L1B0	6740	1967-11-10	2008-12-24
A0L1B0	47607	2008-12-25	2023-03-08
A0L1B1	6740	1953-01-01	1967-05-31
A0L1B1	6741	1967-06-01	1967-11-09
A0L1B1	6740	1967-11-10	2014-10-01
A0L1B1	52759	2014-10-02	2023-03-08
A0L1C0	6740	1953-01-01	1967-05-31
A0L1C0	6741	1967-06-01	1967-11-09
A0L1C0	6740	1967-11-10	1972-06-30
A0L1C0	6705	1972-07-01	1993-04-30
A0L1C0	6740	1993-05-01	1998-12-31
A0L1C0	6938	1999-01-01	2021-06-23
A0L1C0	47607	2021-06-24	2023-03-08
A0L1E0	6740	1953-01-01	1967-05-31
A0L1E0	6741	1967-06-01	1967-11-09
A0L1E0	6740	1967-11-10	1972-06-30
A0L1E0	6705	1972-07-01	1993-04-30
A0L1E0	6740	1993-05-01	1998-12-31
A0L1E0	6938	1999-01-01	2008-12-24
A0L1E0	47607	2008-12-25	2023-03-08
A0L1G0	6740	1953-01-01	1967-05-31
A0L1G0	6741	1967-06-01	1967-11-09
A0L1G0	6740	1967-11-10	2008-12-24
A0L1G0	47607	2008-12-25	2023-03-08
A0L1H0	6740	1953-01-01	1967-05-31
A0L1H0	6741	1967-06-01	1967-11-09
A0L1H0	6740	1967-11-10	2008-12-24
A0L1H0	47607	2008-12-25	2023-03-08
A0L1J0	6740	1953-01-01	1967-05-31
A0L1J0	6741	1967-06-01	1967-11-09
A0L1J0	6740	1967-11-10	1972-06-30
A0L1J0	6705	1972-07-01	1993-04-30
A0L1J0	6740	1993-05-01	1998-12-31
A0L1J0	6938	1999-01-01	2021-06-23
A0L1J0	47607	2021-06-24	2023-03-08
A0L1K0	6581	1953-01-01	1965-06-30
A0L1K0	6579	1965-07-01	1972-06-30
A0L1K0	6705	1972-07-01	1978-10-31
A0L1K0	6644	1978-11-01	1984-09-30
A0L1K0	5020	1984-10-01	1990-12-31
A0L1K0	6705	1991-01-01	1993-04-30
A0L1K0	6579	1993-05-01	1998-12-31
A0L1K0	6938	1999-01-01	2021-06-23
A0L1K0	50678	2021-06-24	2023-03-08
A0L1L0	6740	1953-01-01	1967-05-31
A0L1L0	6741	1967-06-01	1967-11-09
A0L1L0	6740	1967-11-10	2008-12-24
A0L1L0	47607	2008-12-25	2023-03-08
A0L2A0	6740	1953-01-01	1967-05-31
A0L2A0	6741	1967-06-01	1967-11-09
A0L2A0	6740	1967-11-10	1972-06-30
A0L2A0	6705	1972-07-01	1993-04-30
A0L2A0	6740	1993-05-01	1998-12-31
A0L2A0	6938	1999-01-01	2021-06-23
A0L2A0	47607	2021-06-24	2023-03-08
A0L4L0	6740	1953-01-01	1967-05-31
A0L4L0	6741	1967-06-01	1967-11-09
A0L4L0	6740	1967-11-10	1972-06-30
A0L4L0	6705	1972-07-01	1993-04-30
A0L4L0	6740	1993-05-01	1998-12-31
A0L4L0	6938	1999-01-01	2021-06-23
A0L4L0	47607	2021-06-24	2023-03-08
A0M1A0	6740	1953-01-01	1956-07-31
A0M1A0	6717	1956-08-01	1987-12-01
A0M1A0	6670	1987-12-02	1997-06-30
A0M1A0	6740	1997-07-01	2014-10-01
A0M1A0	47607	2014-10-02	2023-03-08
A0M1B0	6695	1953-01-01	1953-06-30
A0M1B0	6740	1953-07-01	1956-07-31
A0M1B0	6717	1956-08-01	1965-12-31
A0M1B0	6693	1966-01-01	1982-09-30
A0M1B0	6663	1982-10-01	2004-10-30
A0M1B0	6693	2004-10-31	2017-09-13
A0M1B0	47607	2017-09-14	2017-09-20
A0M1B0	54640	2017-09-21	2023-03-08
A0M1C0	6695	1953-01-01	1953-06-30
A0M1C0	6740	1953-07-01	1956-07-31
A0M1C0	6717	1956-08-01	1965-12-31
A0M1C0	6693	1966-01-01	2017-09-13
A0M1C0	47607	2017-09-14	2017-09-20
A0M1C0	54640	2017-09-21	2023-03-08
A0M1E0	6581	1953-01-01	1955-07-31
A0M1E0	6666	1955-08-01	1957-08-31
A0M1E0	6581	1957-09-01	1961-12-31
A0M1E0	6755	1962-01-01	1962-11-30
A0M1E0	6581	1962-12-01	1965-06-30
A0M1E0	6579	1965-07-01	2011-06-30
A0M1E0	6734	2011-07-01	2013-01-20
A0M1E0	50678	2013-01-21	2022-10-26
A0M1E0	55398	2022-10-27	2023-03-08
A0M1G0	6695	1953-01-01	1953-06-30
A0M1G0	6740	1953-07-01	1956-07-31
A0M1G0	6717	1956-08-01	1982-09-30
A0M1G0	6663	1982-10-01	1989-05-31
A0M1G0	6660	1989-06-01	1997-08-31
A0M1G0	6663	1997-09-01	2004-10-30
A0M1G0	6693	2004-10-31	2017-09-13
A0M1G0	52759	2017-09-14	2017-09-20
A0M1G0	54640	2017-09-21	2023-03-08
A0M1H0	6581	1953-01-01	1955-07-31
A0M1H0	6666	1955-08-01	1957-08-31
A0M1H0	6581	1957-09-01	1961-12-31
A0M1H0	6755	1962-01-01	1962-11-30
A0M1H0	6581	1962-12-01	1965-06-30
A0M1H0	6579	1965-07-01	1989-05-31
A0M1H0	6660	1989-06-01	1997-08-31
A0M1H0	6579	1997-09-01	2011-06-30
A0M1H0	6693	2011-07-01	2013-01-20
A0M1H0	50678	2013-01-21	2022-10-26
A0M1H0	55398	2022-10-27	2023-03-08
A0M1J0	6695	1953-01-01	1953-06-30
A0M1J0	6740	1953-07-01	1956-07-31
A0M1J0	6717	1956-08-01	1965-12-31
A0M1J0	6693	1966-01-01	1982-09-30
A0M1J0	6663	1982-10-01	2004-10-30
A0M1J0	6693	2004-10-31	2017-09-13
A0M1J0	47607	2017-09-14	2017-09-20
A0M1J0	54640	2017-09-21	2023-03-08
A0M1J6	6740	1953-01-01	1956-07-31
A0M1J6	6717	1956-08-01	1989-05-31
A0M1J6	6660	1989-06-01	1997-08-31
A0M1J6	6740	1997-09-01	2014-10-01
A0M1J6	52759	2014-10-02	2023-03-08
A0M1K0	6695	1953-01-01	1953-06-30
A0M1K0	6740	1953-07-01	1956-07-31
A0M1K0	6717	1956-08-01	1982-09-30
A0M1K0	6663	1982-10-01	1989-05-31
A0M1K0	6660	1989-06-01	1997-08-31
A0M1K0	6663	1997-09-01	2004-10-30
A0M1K0	6693	2004-10-31	2017-09-13
A0M1K0	52759	2017-09-14	2017-09-20
A0M1K0	54640	2017-09-21	2023-03-08
A0M1L0	6581	1953-01-01	1955-07-31
A0M1L0	6666	1955-08-01	1957-08-31
A0M1L0	6581	1957-09-01	1961-12-31
A0M1L0	6755	1962-01-01	1962-11-30
A0M1L0	6581	1962-12-01	1964-10-31
A0M1L0	6646	1964-11-01	1970-06-30
A0M1L0	6676	1970-07-01	1972-08-31
A0M1L0	6579	1972-09-01	1982-11-30
A0M1L0	6635	1982-12-01	2009-12-25
A0M1L0	6575	2009-12-26	2009-12-31
A0M1L0	6579	2010-01-01	2011-06-30
A0M1L0	10909	2011-07-01	2013-01-20
A0M1L0	50678	2013-01-21	2022-10-26
A0M1L0	55398	2022-10-27	2023-03-08
A0M1M0	6695	1953-01-01	1953-06-30
A0M1M0	6740	1953-07-01	1956-07-31
A0M1M0	6717	1956-08-01	1965-12-31
A0M1M0	6693	1966-01-01	1982-09-30
A0M1M0	6663	1982-10-01	2004-10-30
A0M1M0	6693	2004-10-31	2017-09-13
A0M1M0	47607	2017-09-14	2017-09-20
A0M1M0	54640	2017-09-21	2023-03-08
A0M1N0	6695	1953-01-01	1953-06-30
A0M1N0	6581	1953-07-01	1955-07-31
A0M1N0	6666	1955-08-01	1957-08-31
A0M1N0	6581	1957-09-01	1961-12-31
A0M1N0	6755	1962-01-01	1962-11-30
A0M1N0	6581	1962-12-01	1965-06-30
A0M1N0	6579	1965-07-01	1965-12-31
A0M1N0	6693	1966-01-01	1978-10-31
A0M1N0	6644	1978-11-01	1982-09-30
A0M1N0	6663	1982-10-01	1989-05-31
A0M1N0	6660	1989-06-01	1997-08-31
A0M1N0	6663	1997-09-01	2004-10-30
A0M1N0	6693	2004-10-31	2017-09-13
A0M1N0	50678	2017-09-14	2017-09-20
A0M1N0	54640	2017-09-21	2023-03-08
A0M1P0	6695	1953-01-01	1953-06-30
A0M1P0	6740	1953-07-01	1956-07-31
A0M1P0	6717	1956-08-01	1965-12-31
A0M1P0	6693	1966-01-01	1982-09-30
A0M1P0	6663	1982-10-01	2004-10-30
A0M1P0	6693	2004-10-31	2017-09-13
A0M1P0	47607	2017-09-14	2017-09-20
A0M1P0	54640	2017-09-21	2023-03-08
A0N0A2	6740	1953-01-01	1956-07-31
A0N0A2	6717	1956-08-01	1987-12-01
A0N0A2	6670	1987-12-02	1997-06-30
A0N0A2	6740	1997-07-01	2014-10-01
A0N0A2	47607	2014-10-02	2023-03-08
A0N1A0	6740	1953-01-01	2008-12-24
A0N1A0	47607	2008-12-25	2023-03-08
A0N1B0	6740	1953-01-01	1956-07-31
A0N1B0	6717	1956-08-01	1993-09-30
A0N1B0	6740	1993-10-01	2014-10-01
A0N1B0	52759	2014-10-02	2023-03-08
A0N1C0	6695	1953-01-01	1953-06-30
A0N1C0	6740	1953-07-01	1956-07-31
A0N1C0	6717	1956-08-01	1965-12-31
A0N1C0	6693	1966-01-01	2017-09-13
A0N1C0	47607	2017-09-14	2017-09-20
A0N1C0	54640	2017-09-21	2023-03-08
A0N1E0	6740	1953-01-01	1987-12-01
A0N1E0	6670	1987-12-02	1997-06-30
A0N1E0	6740	1997-07-01	2014-10-01
A0N1E0	47607	2014-10-02	2023-03-08
A0N1G0	6740	1953-01-01	1956-07-31
A0N1G0	6717	1956-08-01	1987-12-01
A0N1G0	6670	1987-12-02	1997-06-30
A0N1G0	6740	1997-07-01	2014-10-01
A0N1G0	47607	2014-10-02	2023-03-08
A0N1H0	6695	1953-01-01	1953-06-30
A0N1H0	6740	1953-07-01	1956-07-31
A0N1H0	6717	1956-08-01	1965-12-31
A0N1H0	6693	1966-01-01	2017-09-13
A0N1H0	47607	2017-09-14	2017-09-20
A0N1H0	54640	2017-09-21	2023-03-08
A0N1J0	6695	1953-01-01	1953-06-30
A0N1J0	6740	1953-07-01	1956-07-31
A0N1J0	6717	1956-08-01	1965-12-31
A0N1J0	6693	1966-01-01	2017-09-13
A0N1J0	47607	2017-09-14	2017-09-20
A0N1J0	54640	2017-09-21	2023-03-08
A0N1K0	6740	1953-01-01	1967-05-31
A0N1K0	6741	1967-06-01	1967-11-09
A0N1K0	6740	1967-11-10	2014-10-01
A0N1K0	52759	2014-10-02	2023-03-08
A0N1L0	6695	1953-01-01	1953-06-30
A0N1L0	6740	1953-07-01	1956-07-31
A0N1L0	6717	1956-08-01	1965-12-31
A0N1L0	6693	1966-01-01	2017-09-13
A0N1L0	47607	2017-09-14	2017-09-20
A0N1L0	54640	2017-09-21	2023-03-08
A0N1M0	6740	1953-01-01	1956-07-31
A0N1M0	6717	1956-08-01	1987-12-01
A0N1M0	6670	1987-12-02	1997-06-30
A0N1M0	6740	1997-07-01	2014-10-01
A0N1M0	47607	2014-10-02	2023-03-08
A0N1N0	6740	1953-01-01	1956-07-31
A0N1N0	6717	1956-08-01	1982-09-30
A0N1N0	6663	1982-10-01	1987-12-01
A0N1N0	6670	1987-12-02	1997-06-30
A0N1N0	6663	1997-07-01	2004-10-30
A0N1N0	6740	2004-10-31	2014-10-01
A0N1N0	47607	2014-10-02	2023-03-08
A0N1P0	6740	1953-01-01	1956-07-31
A0N1P0	6717	1956-08-01	1987-12-01
A0N1P0	6670	1987-12-02	1997-06-30
A0N1P0	6740	1997-07-01	2014-10-01
A0N1P0	47607	2014-10-02	2023-03-08
A0N1R0	6740	1953-01-01	2008-12-24
